market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,percentile,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
"'communication', 'consulting', 'startups', 'sales'","'other', 'service'",Publicly,High company activity detected,9 Jul 18,~33.7k,2,"'Dr. Thomas Papanikolaou', 'Runny Marmalade'",Post,"'b2c', 'b2b', 'other', 'commission', 'sales'",2.5k,9,Undisclosed,https://neoschronos.com?ref=startuptracker,"'We help software and telecom companies uncover opportunities, accelerate growth, create memorable experiences and lead change'",'Neos Chronos',March 17 2013,London UK,https://www.crunchbase.com/organization/neos-chronos,141.7k
"'communication', 'music'",'service',Publicly,High company activity detected,9 Jul 18,~120.3k,11-50,'Music Gateway',Post,"'b2c', 'subscription'",7.8k,9,Undisclosed,http://musicgateway.com?ref=startuptracker,'Music Gateway is a worldwide music industry marketplace where like-minded creatives can develop their careers on a global playing field.','Music Gateway',July 31 2013,Redhill UK,https://angel.co/music-gateway,40.1k
'health',"'mobile app', 'web app'",Privately,No recent company activity detected,6 Jul 18,0,3,"'Carly Nair', 'Leilabyron'",Pre,"'b2b', 'commission', 'subscription'",115,9,$26k,http://www.ourpillar.com?ref=startuptracker,"'A FREE digital support network for happier, healthier mums.'",'pillar',January 1 2017,London UK,https://www.crunchbase.com/organization/pillar,0
'design','web app',Publicly,High company activity detected,6 Jul 18,~60.6k,5-10,"'Jonathan Widawski', 'mary', 'Maze.design'",Pre,"'b2c', 'subscription'",2.7k,9,Undisclosed,https://maze.design/?ref=startuptracker,'Maze is a tool for designers and developers that gives analytical results with actionable KPIs for your prototypes.','Maze',January 31 2018,London UK,https://angel.co/maze-design,79.1k
"'other', 'music'",'other',Publicly,No recent company activity detected,4 Jul 18,0,4,'MyFlag',Pre,"'b2c', 'other', 'sales'",69,9,Undisclosed,https://myflag.store?ref=startuptracker,'Gadget - Revolutionising the LED light ritual at events.','Myflag',February 13 2014,Dunfermline UK,https://startuptracker.io,0
"'advertising', 'retail', 'startups', 'ai'","'desktop app', 'mobile app', 'service', 'web app'",Pre,No recent company activity detected,2 Jul 18,0,1,'Daniel Derrick',Pre,"'b2b', 'commission'",19,9,Undisclosed,http://affinitylink.co.uk?ref=startuptracker,'Easily create price comparison widgets that you can use on social media or on your website. Made for Content Creators & Influencers.','AffinityLink',January 1 2018,Newport UK,https://www.crunchbase.com/organization/affinitylink,0
"'health', 'medical'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,2 Jul 18,0,11-50,"'MedShr', 'Dr Asif Qasim 💙'",Post,"'b2c', 'free to use', 'advertising'",8.2k,9,Undisclosed,http://medshr.it?ref=startuptracker,'MedShr enables doctors to share knowledge and discuss cases to improve care and save lives.','MedShr',September 30 2015,London UK,https://www.crunchbase.com/organization/medshr,0
"'advertising', 'e commerce', 'manufacturing'",'other',Publicly,High company activity detected,30 Jun 18,~8.5k,4,'oemsecrets.com',Pre,"'b2b', 'advertising'",1.7k,9,Undisclosed,http://www.oemsecrets.com?ref=startuptracker,'Price Comparison Electronic Part Search Engine','OEMsecrets',May 31 2010,York UK,https://www.crunchbase.com/organization/oemsecrets,554.7k
"'analytics', 'marketing', 'messaging', 'sales'",'web app',Publicly,No recent company activity detected,29 Jun 18,~10.9k,5-10,'Jumplead',Pre,"'b2b', 'subscription'",1.3k,9,Self,http://jumplead.com/?ref=startuptracker,'Jumplead is a marketing platform that uses automation events to deliver personalized marketing.','Jumplead',July 3 2011,Leicester UK,https://www.crunchbase.com/organization/jumplead,435.9k
'finance','mobile app',Publicly,No recent company activity detected,22 Jun 18,~746,5-10,,Post,"'b2b', 'free to use', 'freemium'",See,9,Undisclosed,http://www.getalbert.com/?ref=startuptracker,"'Albert is UK s highest rated finance app for freelancers automating invoicing, expensing and connecting in real time to bank accounts'",'Albert',January 18 2016,London UK,https://www.crunchbase.com/organization/albert-4,6.2m
"'other', 'health', 'productivity', 'messaging'",'service',Publicly,No recent company activity detected,18 Jun 18,0,1,,Post,"'b2c', 'subscription'",8,9,Undisclosed,https://lifeprogress.co?ref=startuptracker,'Snap out of the everyday routine and start spending your time on what matters to you.','Life Progress',January 30 2018,London UK,https://betalist.com/startups/life-progress,0
"'other', 'startups'","'other', 'service', 'web app'",Publicly,No recent company activity detected,17 Jun 18,~948,5-10,'LogicalPlan',Pre,"'b2b', 'freemium'",13,9,Undisclosed,https://www.logicalplan.com?ref=startuptracker,'Logicalplan is the easiest way to manage your team','LogicalPlan',February 29 2016,London UK,https://startuptracker.io,4.9m
"'advertising', 'food and beverages', 'fashion', 'health'","'mobile app', 'web app'",Publicly,No recent company activity detected,15 Jun 18,0,5-10,'Rhinooffers',Pre,"'b2b', 'freemium', 'subscription'",563,9,Undisclosed,https://rhinooffers.com/?ref=startuptracker,'It gives a platform to all business owners to advertise their product in United Kingdom through our portal.','rhinooffers.com',August 31 2018,london UK,https://startuptracker.io,0
"'other', 'finance', 'manufacturing', 'accounting and legal'",'service',Publicly,High company activity detected,14 Jun 18,~19.8k,11-50,'Colin Hewitt',Pre,"'b2b', 'subscription'",4.1k,9,Undisclosed,https://www.floatapp.com?ref=startuptracker,"'Float is an intuitive, accurate, and visual software add-on that helps you forecast your cash and keep on top of your business management.'",'Float Cashflow Forecasting',May 31 2010,Edinburgh UK,https://crunchbase.com/organization/the-float-yard,239.8k
"'automotive', 'insurance'","'desktop app', 'mobile app', 'service'",Privately,High company activity detected,12 Jun 18,~9.4k,11-50,'By Miles',Pre,"'b2c', 'sales'",1.6k,9,Undisclosed,http://www.bymiles.co.uk?ref=startuptracker,'Pay-by-mile car insurance','By Miles',January 1 2017,London UK,https://www.crunchbase.com/organization/by-miles,504.9k
"'e commerce', 'health'",'physical goods',Publicly,No recent company activity detected,8 Jun 18,0,5-10,'Upplement',Pre,"'b2c', 'b2b', 'sales', 'subscription'",329,9,Undisclosed,https://www.upplement.com?ref=startuptracker,"'Upplement is a smart dietary supplement company providing premium vitamin, mineral and probiotic solutions in a convenient way.'",'Upplement',November 12 2015,London UK,https://crunchbase.com/organization/supplement-deals,0
'e commerce','physical goods',Pre,No recent company activity detected,8 Jun 18,0,5-10,'Zortee',Pre,"'b2b', 'sales'",735,9,Undisclosed,https://www.zortee.com?ref=startuptracker,'Zortee makes shopping more exciting. You play fun games to get outrageous discounts on designer brands.','ZORTEE',February 1 2018,London UK,https://betalist.com/startups/zortee,0
"'hr and recruitment', 'startups', 'ai', 'big data'","'service', 'web app'",Publicly,High company activity detected,5 Jun 18,~21.5k,2,"'Edmund Cuthbert', 'Lukas Genever', 'Alex Mesropians', 'Charlie Gower'",Pre,"'b2b', 'commission', 'subscription'",See,9,Undisclosed,https://ai.works-hub.com/?ref=startuptracker,'Connecting the top companies using Artificial Intelligence with the best technical people.','AI Works',January 2 2018,London UK,https://angel.co/workshub,221.7k
"'other', 'hr and recruitment', 'startups'",'web app',Publicly,No recent company activity detected,30 May 18,0,2,'All Crypto Jobs',Pre,"'b2c', 'b2b', 'freemium'",40,9,Self,https://allcryptojobs.io?ref=startuptracker,'Every single crypto job aggregated into one simple feed - Updates hourly.','All Crypto Jobs',January 31 2018,Huntly UK,https://www.crunchbase.com/organization/all-crypto-jobs,0
"'other', 'analytics', 'startups'",'mobile app',Publicly,No recent company activity detected,29 May 18,0,1,'Finygo Fishing App 🎣📱',Post,"'b2c', 'other', 'freemium', 'subscription'",1.4k,9,Self,http://finygo.com/?ref=startuptracker,'Finygo is a mobile app for anglers who wish they could be more successful and consistent fishers.','Finygo Limited',November 5 2015,Wokingham UK,https://startuptracker.io,0
"'analytics', 'consulting', 'sales', 'software dev'","'mobile app', 'service', 'web app'",Publicly,Low company activity detected,29 May 18,~2.2k,11-50,'SalesSeek',Pre,"'b2b', 'sales'",975,9,Undisclosed,http://www.salesseek.com?ref=startuptracker,"'SalesSeek is an all-in-one business platform & hub for your customer data. CRM, Marketing Automation Platform & Support Tools for your team.'",'SalesSeek',September 8 2013,London UK,https://www.crunchbase.com/organization/salesseek,2.2m
"'advertising', 'marketing', 'social networks', 'big data'",'web app',Privately,High company activity detected,28 May 18,~2.1k,5-10,'Sam Reader',Pre,"'b2c', 'b2b', 'advertising', 'freemium', 'subscription'",945,9,Undisclosed,https://mywondr.co?ref=startuptracker,'WONDR connects you with like-minded people of the things you enjoy','WONDR',June 20 2016,Birmingham UK,https://angel.co/wondr-2,2.2m
"'other', 'communication', 'hr and recruitment', 'travel'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,High company activity detected,28 May 18,~1.5k,11-50,'Team Altitude Angel',Post,"'b2c', 'b2b', 'b2g', 'free to use', 'subscription'",1.9k,9,$5,https://www.altitudeangel.com?ref=startuptracker,'Altitude Angel makes drones safer by providing the data and cloud services needed to safely integrate them into our skies.','Altitude Angel',December 14 2014,Reading UK,https://www.crunchbase.com/organization/altitude-angel,3.1m
"'education', 'fashion', 'health'",'service',Publicly,High company activity detected,23 May 18,0,3,"'Kirsten Mackenzie', 'Sophie Holdcroft'",Pre,"'b2b', 'commission', 'advertising', 'affiliation'",See,9,Undisclosed,http://bubeleapp.com?ref=startuptracker,"'First parenting influencer network with 150,000 subscribers and followers of our own - matching brands to network via influencers'",'Bubele',January 12 2015,london UK,https://www.crunchbase.com/organization/bubele,0
"'food and beverages', 'productivity', 'retail', 'startups'",'mobile app',Publicly,No recent company activity detected,22 May 18,0,5-10,'Kyooz App',Pre,"'b2c', 'commission'",11,9,Undisclosed,http://kyoozapp.com?ref=startuptracker,'We queue so you don’t have to!','Kyooz App',September 19 2017,London UK,https://betalist.com/startups/kyooz,0
"'food and beverages', 'e commerce', 'health', 'content'","'physical goods', 'service'",Publicly,No recent company activity detected,22 May 18,0,11-50,'PRESS Healthfoods',Post,"'b2c', 'b2b', 'advertising', 'sales', 'subscription'",3.6k,9,Undisclosed,https://press-london.com/?ref=startuptracker,"'PRESS are a health and wellness brand, specialising in nutrition and nutritional products.'",'press_london',April 20 2014,London UK,https://startuptracker.io,0
"'biotech', 'health', 'medical'",'service',Publicly,No recent company activity detected,21 May 18,0,5-10,'Desktop Genetics',Pre,"'b2c', 'b2b', 'advertising', 'sales'",3.5k,9,$6.8m,http://www.desktopgenetics.com?ref=startuptracker,'Building an AI to re-engineer the human genome','Desktop Genetics',August 19 2012,London UK,https://www.crunchbase.com/organization/desktop-genetics,0
'health',"'desktop app', 'service', 'web app'",Publicly,No recent company activity detected,21 May 18,~2.6k,11-50,'Focus Training',Post,"'b2c', 'sales'",6.2k,9,Undisclosed,https://focus-training.com?ref=startuptracker,'Focus Training are a leading provider of Active IQ and YMCA Awards certified personal trainer courses.','Focus Training',May 16 2001,Bolton UK,https://www.crunchbase.com/organization/focus-training,1.8m
"'other', 'analytics', 'marketing', 'content'",'web app',Publicly,High company activity detected,21 May 18,~544,5-10,,Pre,"'b2b', 'subscription'",See,9,Undisclosed,https://www.syptus.com?ref=startuptracker,"'Advanced Content Planning, and Scheduling for Professional Marketers'",'Syptus',April 9 2015,London UK,https://crunchbase.com/organization/syptus-marketing-solutions,8.5m
"'other', 'communication', 'media', 'software dev'",'mobile app',Privately,Low company activity detected,17 May 18,0,11-50,,Pre,"'b2b', 'other'",See,9,Undisclosed,http://spectraledge.co.uk?ref=startuptracker,'Spectral Edge is deep tech company that combines image processing with machine learning to improve pictures  on mass market devices.','Spectral Edge',September 30 2014,Cambridge UK,https://www.crunchbase.com/organization/spectral-edge,0
"'advertising', 'data', 'marketing', 'startups'",'web app',Publicly,No recent company activity detected,15 May 18,~1.5k,1,'Rhys Adams',Pre,"'b2c', 'affiliation'",69,9,Self,http://www.domainz.io?ref=startuptracker,'Premium domains for not so premium prices.','Domainz.io',May 6 2018,London UK,https://producthunt.com/posts/domainz-io,3.2m
"'advertising', 'consulting', 'design', 'sales'",'service',Privately,No recent company activity detected,13 May 18,8,1,'Knvrt',Pre,"'b2c', 'b2b', 'sales'",8,9,Undisclosed,https://knvrt.co/?ref=startuptracker,'Helping startups optimise their landing page via UX expertise','Knvrt',April 4 2018,Bristol UK,https://startuptracker.io,0
"'marketing', 'productivity', 'sharing economy', 'social networks'",'web app',Publicly,Low company activity detected,13 May 18,~19.3k,1,,Pre,'free to use',245.6k,9,Self,https://linkkle.com?ref=startuptracker,'Linkkle is a product which allows you to replace your social bio links with a single url.','Linkkle',January 6 2018,Liverpool UK,https://crunchbase.com/organization/linkkle,245.6k
'productivity','mobile app',Publicly,No recent company activity detected,13 May 18,35,2,"'trakr', 'Mark Gibaud', 'Rob Edwards'",Pre,"'b2c', 'freemium'",35,9,Undisclosed,http://www.trakr-app.com?ref=startuptracker,"'We all have totals, balances, points and other numbers that we need to check frequently. Trakr brings them all together into a single app.'",'Trakr',April 30 2018,London UK,https://www.crunchbase.com/organization/trakr,0
'events',"'mobile app', 'web app'",Privately,Low company activity detected,10 May 18,0,2,'ticketbuddy',Pre,"'b2c', 'b2b', 'free to use', 'freemium', 'subscription'",56,9,Undisclosed,https://ticketbuddy.co.uk/?ref=startuptracker,'ticketbuddy is new e-ticketing software for selling tickets online. We offer the cheapest way to buy and sell tickets to events!','ticketbuddy',July 19 2015,Oxford UK,https://startuptracker.io,0
"'advertising', 'marketing', 'media', 'hr and recruitment'","'desktop app', 'service'",Pre,No recent company activity detected,8 May 18,0,5-10,"'WomenPresent', 'Tom Jenen', 'cadi jones', 'Susan B Pierce'",Pre,"'free to use', 'sales', 'subscription'",684,9,Undisclosed,http://womenpresent.com?ref=startuptracker,"'Ours is a tech platform to connect female speakers with speaking opportunities, to solve the diversity problem at events globally.'",'WomenPresent',November 1 2017,London UK,https://startuptracker.io,0
"'finance', 'blockchain'",'service',Publicly,Low company activity detected,8 May 18,0,11-50,'David Bradley-Ward',Post,"'b2c', 'free to use'",1.8k,9,Undisclosed,http://www.ablrate.com?ref=startuptracker,"'Peer to peer lending, focused on asset backed lending'",'Ablrate',February 27 2012,Henley-on-Thames UK,https://crunchbase.com/organization/aviation-and-tech-capital,0
"'e commerce', 'travel'","'mobile app', 'service', 'web app'",Publicly,High company activity detected,7 May 18,~6.6k,11-50,'minicabit 💙',Post,"'b2c', 'b2b', 'commission', 'affiliation'",3.8k,9,$3m,http://www.minicabit.com?ref=startuptracker,'Help you save & cost bookings cabs online U.K. wide','minicabit',October 3 2010,London UK,https://www.crunchbase.com/organization/minicabit,717.4k
"'advertising', 'e commerce', 'insurance', 'bots'","'service', 'web app'",Publicly,High company activity detected,6 May 18,~97.5k,5-10,'PPC Protect',Pre,"'b2c', 'b2b', 'subscription'",512,9,Undisclosed,https://ppcprotect.com/?ref=startuptracker,'PPC Protect helps you stop losing money on your PPC ads to fraudulent clicks.','PPC Protect',August 31 2016,Manchester UK,https://www.crunchbase.com/organization/ppc-protect,49.4k
"'advertising', 'design', 'marketing', 'media'","'service', 'web app'",Publicly,No recent company activity detected,1 May 18,~1.8k,11-50,"'Olga Egorsheva', 'Andrew D'",Pre,"'other', 'b2b', 'affiliation', 'sales', 'subscription'",2.3k,9,Undisclosed,http://lobster.media?ref=startuptracker,"'Lobster is a platform which enables brands, agencies and the media to licence visual content directly from social media users.'",'Lobster',April 29 2013,London UK,https://www.crunchbase.com/organization/lobster,2.6m
"'other', 'finance', 'insurance'","'other', 'web app'",Publicly,High company activity detected,28 Apr 18,~571,5-10,'Niclas Nilsson',Post,"'b2b', 'subscription'",258,9,Undisclosed,http://capnovum.com?ref=startuptracker,"'For financial institutions that struggle to keep up with everchanging regulations, Capnovum has successfully automated the process.'",'Capnovum',June 30 2014,London UK,https://www.crunchbase.com/organization/capnovum,8.1m
"'advertising', 'communication', 'gaming', 'media'","'desktop app', 'service'",Publicly,High company activity detected,27 Apr 18,~4.6k,11-50,'Ricky Thomas',Pre,"'b2b', 'subscription'",538,9,Undisclosed,https://avora.com?ref=startuptracker,'AVORA is a Business Intelligence as a Service solution with anomaly detection and root cause analysis','AVORA',March 15 2014,London UK,https://www.crunchbase.com/organization/avora,1m
"'finance', 'insurance', 'startups'",'mobile app',Privately,No recent company activity detected,25 Apr 18,~1.8k,11-50,"'Wrisk HQ', 'dariuskumana'",Pre,"'other', 'b2c', 'subscription'",1.4k,9,$5m,https://www.wrisk.co/?ref=startuptracker,'Wrisk combines insurance and technology in one simple app.','Wrisk',February 1 2016,London UK,https://www.crunchbase.com/organization/wrisk,2.5m
"'marketing', 'media', 'music', 'social networks'","'service', 'web app'",Pre,Low company activity detected,25 Apr 18,~1.3k,3,'NotaDist',Pre,"'b2c', 'b2b', 'commission', 'freemium', 'sales'",17,9,Undisclosed,http://notadist.com?ref=startuptracker,'Nota Dist helps independent Artists and Record Labels to get their music online to Stream and Purchase','NotaDist',July 6 2017,London UK,https://www.crunchbase.com/organization/notadist,3.7m
"'finance', 'productivity', 'startups', 'accounting and legal'",'web app',Publicly,High company activity detected,24 Apr 18,~3.1k,5-10,,Pre,"'b2b', 'free to use', 'freemium'",See,9,Undisclosed,https://solna.io/?ref=startuptracker,'Smarter invoicing for smarter companies!','Solna',January 1 2017,London UK,https://www.crunchbase.com/organization/solna,1.5m
"'data', 'entertainment', 'big data', 'content'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,19 Apr 18,~9.9k,11-50,"'Jim Liddle', 'Ian Osborne'",Pre,"'b2b', 'subscription'",2.1k,9,Undisclosed,http://www.storagemadeeasy.com?ref=startuptracker,'SME provides an Enterprise File Fabric that unifies all storage assets into a single namespace','Storage Made Easy',August 8 2009,Sutton UK,https://www.crunchbase.com/organization/storage-made-easy,476.1k
"'advertising', 'e commerce', 'marketing', 'startups'",'web app',Privately,High company activity detected,17 Apr 18,~2.1k,2,'Phil Spilsbury',Post,"'b2b', 'subscription'",995,9,Undisclosed,http://www.zubbit.io?ref=startuptracker,"'Helps increase conversions, sales and traffic by adding a branded call-to-action and retargeting pixels to every link you share'",'zubbit.io',January 1 2017,Birmingham UK,https://www.crunchbase.com/organization/zubbit,2.2m
'real estate','service',Publicly,High company activity detected,12 Apr 18,~493,11-50,'Pass the Keys',Pre,"'b2c', 'b2b', 'commission'",370,9,Undisclosed,http://www.passthekeys.co.uk/?ref=startuptracker,'Pass the Keys provides landlords with a hassle-free Short let management solution through a scalable tech solution.','Pass the Keys',September 30 2015,London UK,https://www.crunchbase.com/organization/pass-the-keys,9.4m
"'retail', 'hospitality'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,High company activity detected,11 Apr 18,~44.9k,11-50,"'Preoday, a QikServe company'",Pre,"'b2b', 'subscription'",894,9,Undisclosed,http://www.preoday.com?ref=startuptracker,"'Web and mobile platforms for pre-ordering food, drink, goods and services'",'preoday',October 7 2012,London UK,https://www.crunchbase.com/organization/preoday,106.5k
"'design', 'e commerce', 'startups', 'software dev'",'service',Publicly,No recent company activity detected,11 Apr 18,~10.3k,1,'Hyper Host',Pre,"'b2c', 'b2b', 'subscription'",333,9,Self,https://hyper.host?ref=startuptracker,'Customised cloud hosting for digital agencies and freelancers','Hyper Host',November 1 2017,London UK,https://betalist.com/startups/hyper-host,459.9k
"'other', 'analytics', 'finance', 'big data'","'desktop app', 'mobile app'",Privately,High company activity detected,11 Apr 18,0,5-10,'Advanced Logic Analytics',Pre,"'b2b', 'subscription'",936,9,$500k,http://www.advancedlogicanalytics.com?ref=startuptracker,'Data science business delivering AI-driven algorithm solutions and apps for the global fund markets.','Advanced Logic Analytics',January 14 2017,London UK,https://startuptracker.io,0
'finance',"'mobile app', 'web app'",Publicly,Low company activity detected,10 Apr 18,0,5-10,"'Nadeem Siam', 'Tuomas Hietanen'",Pre,"'b2c', 'commission'",See,9,Undisclosed,https://welendus.com/?ref=startuptracker,'Welendus is a short-term consumer peer-to-peer lending platform authorised and regulated by the FCA with Full Authorisation','Welendus',April 19 2015,London UK,https://crunchbase.com/organization/welendus,0
"'other', 'finance', 'startups'",'web app',Pre,Sourced by Startup Tracker,10 Apr 18,~470,5-10,,Pre,"'b2c', 'b2b', 'free to use'",See,9,Undisclosed,https://hyperwage.com?ref=startuptracker,'Cryptocurrency payment tools for buyers and sellers','Hyperwage',April 3 2018,London UK,https://www.producthunt.com/posts/hyperwage?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,9.8m
'retail','other',Publicly,High company activity detected,10 Apr 18,~84.2k,5-10,'Love the Sales',Post,"'b2c', 'b2b', 'commission', 'affiliation', 'sales'",2.4k,9,Undisclosed,https://www.lovethesales.com/?ref=startuptracker,'Love the Sales takes the sales on many websites and puts them on one website.','Love the Sales',June 30 2015,London UK,https://www.crunchbase.com/organization/love-the-sales,57.1k
"'e commerce', 'finance', 'insurance', 'blockchain'",'web app',Publicly,High company activity detected,9 Apr 18,~43k,11-50,'Shufti Pro',Pre,"'b2b', 'sales'",737,9,Undisclosed,https://shuftipro.com?ref=startuptracker,'Shufti Pro is a Digital KYC and AML service.','Shufti Pro',October 30 2017,Bath UK,https://www.crunchbase.com/organization/shufti-pro,111.1k
"'insurance', 'productivity', 'retail', 'real estate'","'mobile app', 'web app'",Privately,High company activity detected,6 Apr 18,0,3,'Creativezones Solutions Ltd',Pre,"'b2b', 'free to use', 'commission', 'advertising', 'affiliation', 'freemium', 'sales', 'subscription'",1.9k,9,$26.6k,http://www.dadshed.co.uk?ref=startuptracker,'Property Management Marketplace','DadShed',October 8 2013,Manchester UK,https://www.crunchbase.com/organization/dadshed,0
"'marketing', 'productivity', 'social networks', 'software dev'",'desktop app',Publicly,High company activity detected,4 Apr 18,~80.2k,11-50,'Netpeak Software',Pre,"'b2c', 'b2b', 'subscription'",836,9,Undisclosed,https://netpeaksoftware.com/checker?ref=startuptracker,'A multifunctional research tool for bulk SEO analysis that helps you audit URLs by a wide range of parameters','Netpeak Checker',June 20 2016,London UK,https://startuptracker.io,59.9k
"'marketing', 'productivity', 'social networks', 'software dev'",'desktop app',Publicly,High company activity detected,4 Apr 18,~80.2k,11-50,'Netpeak Software',Pre,"'b2c', 'b2b', 'subscription'",836,9,Undisclosed,https://netpeaksoftware.com/spider?ref=startuptracker,'A desktop tool for fast and comprehensive technical audit of the entire website. Created by Netpeak Software','Netpeak Spider',June 20 2016,London UK,https://betalist.com/startups/netpeak-spider,59.9k
"'design', 'education', 'retail'",'physical goods',Publicly,No recent company activity detected,4 Apr 18,~4k,11-50,'Primo Toys',Pre,"'b2c', 'b2b', 'sales'",7.1k,9,Undisclosed,http://www.primotoys.com?ref=startuptracker,"'Primo Toys helps children to learn, play, and create with technologies.'",'Primo Toys',June 24 2013,London UK,https://www.crunchbase.com/organization/primo,1.2m
"'other', 'marketing', 'social networks'","'other', 'web app'",Privately,No recent company activity detected,3 Apr 18,~648,4,'BuzzRamp',Pre,"'b2b', 'freemium'",1.6k,9,Undisclosed,https://www.buzzramp.com/?ref=startuptracker,'BuzzRamp makes Marketing and PR easier for smaller businesses','BuzzRamp',April 2 2017,London UK,https://startuptracker.io,7.1m
"'other', 'design', 'iot', 'retail'","'physical goods', 'service'",Publicly,High company activity detected,3 Apr 18,~745,2,'Alexandra D-S',Pre,"'b2c', 'sales'",2.6k,9,Undisclosed,http://goodnightlamp.com?ref=startuptracker,'Good Night Lamp lets global friends and family share their presence and availability in an ambient way.','Good Night Lamp',March 1 2012,London UK,https://www.crunchbase.com/organization/good-night-lamp,6.2m
"'finance', 'iot', 'blockchain', 'big data'","'desktop app', 'mobile app', 'service', 'web app'",Pre,High company activity detected,3 Apr 18,~1.2k,51-100,'MIRACL',Pre,"'b2b', 'sales'",2.9k,9,Undisclosed,https://www.miracl.com?ref=startuptracker,'MIRACL authentication solutions use a zero-knowledge proof to mitigate against data breaches and identity theft.','MIRACL',January 1 2008,London UK,https://www.crunchbase.com/organization/miracl,3.9m
"'analytics', 'marketing', 'social networks'",'web app',Pre,No recent company activity detected,1 Apr 18,0,2,'julien vedebe',Pre,"'b2c', 'b2b', 'freemium'",789,9,Self,http://www.reponse.io?ref=startuptracker,'ReponseIO is a Social People Analytics Platform for Digital Marketers.','ReponseIO',September 14 2017,London UK,https://betalist.com/startups/reponseio,0
"'other', 'startups'","'other', 'web app'",Pre,High company activity detected,1 Apr 18,4.8k,5-10,'Johnny Boufarhat',Pre,"'b2c', 'free to use'",4.8k,9,Undisclosed,https://www.readory.com?ref=startuptracker,'The platform for written content','Readory',December 31 2017,London UK,https://crunchbase.com/organization/readory,0
"'data', 'productivity', 'software dev'","'service', 'web app'",Pre,No recent company activity detected,1 Apr 18,~685,1,'Tim White',Pre,"'b2b', 'free to use'",9,9,Undisclosed,https://postkit.io?ref=startuptracker,'Postkit allows developers to create API endpoints for their apps and websites in less than 2 minutes.','Postkit',December 16 2017,London UK,https://betalist.com/startups/postkit,6.8m
"'retail', 'hospitality'",'mobile app',Publicly,No recent company activity detected,31 Mar 18,~5.3k,11-50,"'George Urdea', 'Royce J. Fullerton'",Post,"'b2b', 'subscription'",622,9,Undisclosed,http://noblypos.com/?ref=startuptrackerio?ref=startuptracker,'Cloud based iPad Point of Sale (EPOS) platform.','Nobly POS',September 17 2011,London UK,https://www.producthunt.com/tech/nobly-pos,879.2k
"'finance', 'insurance'",'other',Publicly,High company activity detected,27 Mar 18,~989,11-50,'Digital Fineprint',Pre,"'b2b', 'sales'",1.1k,9,Undisclosed,https://www.digitalfineprint.com/?ref=startuptracker,'Turning Social Data Into Insurance Data','Digital Fineprint',May 22 2016,London UK,https://www.crunchbase.com/organization/digital-fineprint,4.7m
"'analytics', 'data', 'ai'",'web app',Publicly,High company activity detected,27 Mar 18,~2.3k,1,"'Tadas Labudis', 'Yavi'",Post,"'b2b', 'subscription'",241,9,Undisclosed,https://prodsight.com/?utm_source=startuptracker?ref=startuptracker,"'Track Intercom conversation topic trends and make better product, sales and marketing decisions'",'Prodsight',September 14 2017,Edinburgh UK,https://www.crunchbase.com/organization/prodsight,2m
'health',"'desktop app', 'mobile app', 'web app'",Publicly,No recent company activity detected,26 Mar 18,~964,51-100,'Health & Parenting',Pre,"'other', 'free to use'",1k,9,Undisclosed,http://www.health-and-parenting.com?ref=startuptracker,'This Pregnancy+ App is created by Health & Parenting in partnership with Philips.','Health & Parenting',January 1 2012,Guildford UK,https://www.crunchbase.com/organization/health-parenting,4.8m
"'education', 'startups'","'mobile app', 'web app'",Publicly,High company activity detected,23 Mar 18,~14k,5-10,"'Ahmed El-Sharkasy', 'ahmed eshra'",Pre,"'b2c', 'b2b', 'free to use', 'freemium'",529,9,$800k,http://knowledgeofficer.com?ref=startuptracker,'Building personalised and dynamic learning paths that help professionals achieve their career goals.','Knowledge Officer',January 1 2017,London UK,https://crunchbase.com/organization/knowledge-officer,337.3k
"'productivity', 'startups', 'software dev'","'other', 'web app'",Pre,High company activity detected,20 Mar 18,~18.4k,1,'Sean Wilson',Pre,"'b2b', 'advertising', 'affiliation', 'subscription'",253,9,Undisclosed,https://www.checkbot.io/?ref=startuptracker,"'Checkbot for Chrome tells you how to boost the SEO, speed & security of your site by letting you test 1,000s of pages in minutes with ease.'",'Checkbot',February 1 2018,Edinburgh UK,https://producthunt.com/posts/checkbot-for-chrome,257.8k
"'analytics', 'biotech', 'iot', 'startups'",'service',Publicly,High company activity detected,16 Mar 18,~1.9k,3,'Ali',Pre,"'b2c', 'b2b', 'advertising'",1.6k,9,Self,http://www.sportswearable.net?ref=startuptracker,"'We share the latest news on the use of wearable technology in sports including product reviews, startups, ideas and trends.'",'Sports Wearable',November 1 2015,Swindon UK,https://www.crunchbase.com/organization/sports-wearable,2.5m
